Category,Product,Month/Year,Projected Sales,Actual Sales,Actual Purchases
Home & Kitchen,Product_70,Aug/2022,1869,1923,1937
Home & Kitchen,Product_70,Sep/2022,992,941,851
Home & Kitchen,Product_70,Oct/2022,1897,1925,1922
Home & Kitchen,Product_70,Nov/2022,732,827,792
Home & Kitchen,Product_70,Dec/2022,1606,1595,1501
Home & Kitchen,Product_70,Jan/2023,1558,1641,1672
Home & Kitchen,Product_70,Feb/2023,1541,1697,1721
Home & Kitchen,Product_70,Mar/2023,589,592,658
Home & Kitchen,Product_70,Apr/2023,894,922,953
Home & Kitchen,Product_70,May/2023,668,466,408
Home & Kitchen,Product_70,Jun/2023,1601,1847,1748
Home & Kitchen,Product_70,Jul/2023,1783,1550,1503
Home & Kitchen,Product_70,Aug/2023,1872,1790,1865
Home & Kitchen,Product_70,Sep/2023,1368,1174,1126
Home & Kitchen,Product_70,Oct/2023,1601,1746,1811
Home & Kitchen,Product_70,Nov/2023,647,504,410
Clothing,Product_71,Jan/2022,1440,1479,1388
Clothing,Product_71,Jan/2022,679,454,367
Clothing,Product_71,Mar/2022,864,821,863
Clothing,Product_71,Apr/2022,644,932,890
Clothing,Product_71,May/2022,1029,1146,1145
Clothing,Product_71,May/2022,1423,1537,1547
Clothing,Product_71,Jun/2022,1147,864,863
Clothing,Product_71,Jul/2022,1878,1699,1735
Clothing,Product_71,Aug/2022,512,276,369
Clothing,Product_71,Sep/2022,1699,1445,1524
Clothing,Product_71,Oct/2022,648,714,742
Clothing,Product_71,Nov/2022,717,713,788
Clothing,Product_71,Dec/2022,1117,905,877
Clothing,Product_71,Jan/2023,1396,1486,1487
Clothing,Product_71,Feb/2023,1853,1584,1605
Clothing,Product_71,Mar/2023,820,1066,1022
Clothing,Product_71,Apr/2023,779,879,918
Clothing,Product_71,May/2023,1104,951,927
Clothing,Product_71,Jun/2023,1887,1969,1871
Clothing,Product_71,Jul/2023,1633,1901,1837
Clothing,Product_71,Aug/2023,752,494,395
Clothing,Product_71,Sep/2023,1672,1775,1812
Clothing,Product_71,Oct/2023,1621,1408,1386
Clothing,Product_71,Nov/2023,930,982,936
Electronics,Product_72,Jan/2022,1345,1569,1505
Electronics,Product_72,Jan/2022,829,717,673
Electronics,Product_72,Mar/2022,1763,1721,1670
Electronics,Product_72,Apr/2022,734,619,690
Electronics,Product_72,May/2022,1661,1416,1508
Electronics,Product_72,May/2022,1624,1796,1861
Electronics,Product_72,Jun/2022,1625,1399,1373
Electronics,Product_72,Jul/2022,1875,1643,1607
Electronics,Product_72,Aug/2022,701,603,688
Electronics,Product_72,Sep/2022,1689,1887,1871
Electronics,Product_72,Oct/2022,1231,1062,1133
Electronics,Product_72,Nov/2022,1842,1782,1707
Electronics,Product_72,Dec/2022,1083,854,803
Electronics,Product_72,Jan/2023,1150,1347,1362
Electronics,Product_72,Feb/2023,1172,1185,1262
Electronics,Product_72,Mar/2023,1696,1552,1596
Electronics,Product_72,Apr/2023,1660,1733,1713
Electronics,Product_72,May/2023,1377,1249,1150
Electronics,Product_72,Jun/2023,1141,1093,1049
Electronics,Product_72,Jul/2023,1958,2104,2074
Electronics,Product_72,Aug/2023,1236,1073,1146
Electronics,Product_72,Sep/2023,1179,1370,1388
Electronics,Product_72,Oct/2023,1412,1479,1577
Electronics,Product_72,Nov/2023,1125,1323,1364
Books,Product_73,Jan/2022,722,601,666
Books,Product_73,Jan/2022,1742,1525,1496
Books,Product_73,Mar/2022,786,1037,987
Books,Product_73,Apr/2022,1039,817,903
Books,Product_73,May/2022,654,373,402
Books,Product_73,May/2022,1793,1524,1572
Books,Product_73,Jun/2022,1685,1799,1895
Books,Product_73,Jul/2022,1708,1625,1534
Books,Product_73,Aug/2022,1629,1595,1634
Books,Product_73,Sep/2022,1605,1788,1855
Books,Product_73,Oct/2022,804,878,878
Books,Product_73,Nov/2022,957,954,888
Books,Product_73,Dec/2022,1451,1664,1694
Books,Product_73,Jan/2023,685,791,784
Books,Product_73,Feb/2023,1528,1238,1307
Books,Product_73,Mar/2023,989,858,951
Books,Product_73,Apr/2023,1552,1395,1409
Books,Product_73,May/2023,826,709,753
Books,Product_73,Jun/2023,1658,1507,1595
Books,Product_73,Jul/2023,1999,2194,2185
Books,Product_73,Aug/2023,582,506,600
Books,Product_73,Sep/2023,1498,1435,1351
Books,Product_73,Oct/2023,1041,1119,1078
Books,Product_73,Nov/2023,587,498,530
Home & Kitchen,Product_74,Jan/2022,1239,1336,1356
Home & Kitchen,Product_74,Jan/2022,1431,1178,1088
Home & Kitchen,Product_74,Mar/2022,1828,1859,1785
Home & Kitchen,Product_74,Apr/2022,1941,2174,2236
Home & Kitchen,Product_74,May/2022,1060,1029,1077
Home & Kitchen,Product_74,May/2022,1614,1897,1841
Home & Kitchen,Product_74,Jun/2022,1271,1358,1351
Home & Kitchen,Product_74,Jul/2022,1703,1482,1514
Home & Kitchen,Product_74,Aug/2022,1015,1100,1057
Home & Kitchen,Product_74,Sep/2022,1557,1672,1662
Home & Kitchen,Product_74,Oct/2022,1206,1404,1427
Home & Kitchen,Product_74,Nov/2022,1737,1443,1471
Home & Kitchen,Product_74,Dec/2022,784,934,876
Home & Kitchen,Product_74,Jan/2023,971,749,780
Home & Kitchen,Product_74,Feb/2023,1817,1804,1758
Home & Kitchen,Product_74,Mar/2023,807,698,638
Home & Kitchen,Product_74,Apr/2023,1241,1062,1131
Home & Kitchen,Product_74,May/2023,971,1095,1079
Home & Kitchen,Product_74,Jun/2023,1975,1791,1814
Home & Kitchen,Product_74,Jul/2023,1882,2072,2094
Home & Kitchen,Product_74,Aug/2023,931,796,861
Home & Kitchen,Product_74,Sep/2023,1341,1063,1025
Home & Kitchen,Product_74,Oct/2023,588,418,464
Home & Kitchen,Product_74,Nov/2023,1713,1577,1511
Books,Product_75,Jan/2022,1789,2013,1923
Books,Product_75,Jan/2022,1672,1522,1436
Books,Product_75,Mar/2022,840,804,750
Books,Product_75,Apr/2022,1558,1673,1726
Books,Product_75,May/2022,1654,1373,1457
Books,Product_75,May/2022,1990,1980,1901
Books,Product_75,Jun/2022,943,1102,1157
Books,Product_75,Jul/2022,1465,1658,1601
Books,Product_75,Aug/2022,949,1069,1122
Books,Product_75,Sep/2022,792,1088,1184
Books,Product_75,Oct/2022,872,1095,1062
Books,Product_75,Nov/2022,843,893,909
Books,Product_75,Dec/2022,1721,1491,1449
Books,Product_75,Jan/2023,1274,1368,1301
Books,Product_75,Feb/2023,722,438,389
Books,Product_75,Mar/2023,1570,1786,1861
Books,Product_75,Apr/2023,1359,1212,1267
Books,Product_75,May/2023,697,578,599
Books,Product_75,Jun/2023,1759,1498,1598
Books,Product_75,Jul/2023,1588,1803,1895
Books,Product_75,Aug/2023,740,535,558
Books,Product_75,Sep/2023,1850,1683,1737
Books,Product_75,Oct/2023,1604,1305,1403
Books,Product_75,Nov/2023,1889,2030,2063
Home & Kitchen,Product_76,Jan/2022,1361,1440,1351
Home & Kitchen,Product_76,Jan/2022,1928,2170,2179
Home & Kitchen,Product_76,Mar/2022,969,1162,1258
Home & Kitchen,Product_76,Apr/2022,1280,1338,1388
Home & Kitchen,Product_76,May/2022,1926,2215,2140
Home & Kitchen,Product_76,May/2022,1371,1208,1173
Home & Kitchen,Product_76,Jun/2022,1477,1415,1336
Home & Kitchen,Product_76,Jul/2022,1080,1336,1340
Home & Kitchen,Product_76,Aug/2022,1027,920,821
Home & Kitchen,Product_76,Sep/2022,1952,1659,1706
Home & Kitchen,Product_76,Oct/2022,1570,1390,1423
Home & Kitchen,Product_76,Nov/2022,514,598,665
Home & Kitchen,Product_76,Dec/2022,920,943,947
Home & Kitchen,Product_76,Jan/2023,1241,1050,989
Home & Kitchen,Product_76,Feb/2023,1372,1671,1635
Home & Kitchen,Product_76,Mar/2023,1035,1283,1291
Home & Kitchen,Product_76,Apr/2023,1656,1730,1786
Home & Kitchen,Product_76,May/2023,1064,1170,1263
Home & Kitchen,Product_76,Jun/2023,917,1040,1081
Home & Kitchen,Product_76,Jul/2023,1641,1835,1780
Home & Kitchen,Product_76,Aug/2023,1258,1530,1572
Home & Kitchen,Product_76,Sep/2023,1490,1449,1427
Home & Kitchen,Product_76,Oct/2023,1683,1735,1833
Home & Kitchen,Product_76,Nov/2023,1944,2051,2139
Home & Kitchen,Product_77,Jan/2022,782,603,694
Home & Kitchen,Product_77,Jan/2022,970,1127,1227
Home & Kitchen,Product_77,Mar/2022,1932,1797,1722
Home & Kitchen,Product_77,Apr/2022,939,1159,1161
Home & Kitchen,Product_77,May/2022,1193,1456,1513
Home & Kitchen,Product_77,May/2022,1927,1680,1621
Home & Kitchen,Product_77,Jun/2022,1296,1001,924
Home & Kitchen,Product_77,Jul/2022,797,979,1032
Home & Kitchen,Product_77,Aug/2022,1391,1181,1097
Home & Kitchen,Product_77,Sep/2022,1038,965,959
Home & Kitchen,Product_77,Oct/2022,663,401,486
Home & Kitchen,Product_77,Nov/2022,1287,1397,1454
Home & Kitchen,Product_77,Dec/2022,1843,2076,2049
Home & Kitchen,Product_77,Jan/2023,1957,1715,1813
Home & Kitchen,Product_77,Feb/2023,858,1064,1076
Home & Kitchen,Product_77,Mar/2023,521,427,495
Home & Kitchen,Product_77,Apr/2023,1561,1553,1502
Home & Kitchen,Product_77,May/2023,568,790,822
Home & Kitchen,Product_77,Jun/2023,1930,1867,1924
Home & Kitchen,Product_77,Jul/2023,847,583,575
Home & Kitchen,Product_77,Aug/2023,989,689,629
Home & Kitchen,Product_77,Sep/2023,677,659,758
Home & Kitchen,Product_77,Oct/2023,1318,1379,1450
Home & Kitchen,Product_77,Nov/2023,1309,1424,1474
Sports,Product_78,Jan/2022,910,1140,1043
Sports,Product_78,Jan/2022,1941,1711,1634
Sports,Product_78,Mar/2022,1625,1616,1701
Sports,Product_78,Apr/2022,1645,1941,1930
Sports,Product_78,May/2022,1211,1194,1151
Sports,Product_78,May/2022,1741,1640,1656
Sports,Product_78,Jun/2022,1327,1615,1516
Sports,Product_78,Jul/2022,1034,913,917
Sports,Product_78,Aug/2022,1536,1345,1388
Sports,Product_78,Sep/2022,648,863,838
Sports,Product_78,Oct/2022,1196,1015,1046
Sports,Product_78,Nov/2022,1027,1277,1324
Sports,Product_78,Dec/2022,1012,1165,1161
Sports,Product_78,Jan/2023,1653,1848,1945
Sports,Product_78,Feb/2023,998,1045,1143
Sports,Product_78,Mar/2023,1439,1610,1660
Sports,Product_78,Apr/2023,556,749,678
Sports,Product_78,May/2023,1028,797,794
Sports,Product_78,Jun/2023,1797,1722,1795
Sports,Product_78,Jul/2023,1936,1871,1851
Sports,Product_78,Aug/2023,1344,1405,1437
Sports,Product_78,Sep/2023,1597,1306,1385
Sports,Product_78,Oct/2023,1039,993,966
Sports,Product_78,Nov/2023,690,798,870
Sports,Product_79,Jan/2022,1200,977,1018
Sports,Product_79,Jan/2022,865,1052,1032
Sports,Product_79,Mar/2022,1224,1147,1193
Sports,Product_79,Apr/2022,1051,938,1029
Sports,Product_79,May/2022,1899,1793,1820
Sports,Product_79,May/2022,908,848,936
Sports,Product_79,Jun/2022,995,966,918
Sports,Product_79,Jul/2022,969,876,839
Sports,Product_79,Aug/2022,1766,1830,1769
Sports,Product_79,Sep/2022,718,540,460
Sports,Product_79,Oct/2022,1884,2088,2145
Sports,Product_79,Nov/2022,513,767,677
Sports,Product_79,Dec/2022,1487,1567,1625
Sports,Product_79,Jan/2023,1145,1349,1396
Sports,Product_79,Feb/2023,1062,1264,1210
Sports,Product_79,Mar/2023,1546,1532,1533
Sports,Product_79,Apr/2023,954,1244,1176
Sports,Product_79,May/2023,610,848,856
Sports,Product_79,Jun/2023,1479,1732,1640
Sports,Product_79,Jul/2023,1529,1584,1584
Sports,Product_79,Aug/2023,1905,1783,1800
Sports,Product_79,Sep/2023,746,976,993
Sports,Product_79,Oct/2023,1146,854,757
Sports,Product_79,Nov/2023,1880,1795,1792
Clothing,Product_80,Jan/2022,1689,1492,1475
Clothing,Product_80,Jan/2022,1240,1205,1152
Clothing,Product_80,Mar/2022,1623,1592,1552
Clothing,Product_80,Apr/2022,1051,1233,1289
Clothing,Product_80,May/2022,1202,1276,1223
Clothing,Product_80,May/2022,1521,1655,1608
Clothing,Product_80,Jun/2022,1358,1439,1432
Clothing,Product_80,Jul/2022,1320,1306,1321
Clothing,Product_80,Aug/2022,868,1153,1086
Clothing,Product_80,Sep/2022,1679,1613,1538
Clothing,Product_80,Oct/2022,1976,1952,1912
Clothing,Product_80,Nov/2022,1637,1779,1776
Clothing,Product_80,Dec/2022,901,750,839
Clothing,Product_80,Jan/2023,806,990,892
Clothing,Product_80,Feb/2023,861,992,1019
Clothing,Product_80,Mar/2023,775,1004,1040
Clothing,Product_80,Apr/2023,1975,1998,2022
Clothing,Product_80,May/2023,1114,1070,1113
Clothing,Product_80,Jun/2023,1662,1410,1411
Clothing,Product_80,Jul/2023,702,569,484
Clothing,Product_80,Aug/2023,941,901,922
Clothing,Product_80,Sep/2023,1789,1587,1602
Clothing,Product_80,Oct/2023,1185,1151,1143
Clothing,Product_80,Nov/2023,1237,1510,1552
Books,Product_81,Jan/2022,1027,1079,984
Books,Product_81,Jan/2022,1343,1167,1156
Books,Product_81,Mar/2022,1891,1794,1841
Books,Product_81,Apr/2022,1679,1930,1874
Books,Product_81,May/2022,1082,1145,1128
Books,Product_81,May/2022,1878,2100,2124
Books,Product_81,Jun/2022,1415,1195,1192
Books,Product_81,Jul/2022,1756,1749,1767
Books,Product_81,Aug/2022,1793,1641,1583
Books,Product_81,Sep/2022,1811,1856,1863
Books,Product_81,Oct/2022,1792,2077,2080
Books,Product_81,Nov/2022,646,427,368
Books,Product_81,Dec/2022,1203,1136,1116
Books,Product_81,Jan/2023,1148,1146,1227
Books,Product_81,Feb/2023,1047,1151,1120
Books,Product_81,Mar/2023,1411,1482,1573
Books,Product_81,Apr/2023,1702,1935,1950
Books,Product_81,May/2023,1347,1218,1165
Books,Product_81,Jun/2023,547,375,461
Books,Product_81,Jul/2023,980,937,1027
Books,Product_81,Aug/2023,1935,1716,1669
Books,Product_81,Sep/2023,841,947,873
Books,Product_81,Oct/2023,695,460,481
Books,Product_81,Nov/2023,1623,1378,1284
Home & Kitchen,Product_82,Jan/2022,1313,1549,1644
Home & Kitchen,Product_82,Jan/2022,670,476,443
Home & Kitchen,Product_82,Mar/2022,1765,1624,1545
Home & Kitchen,Product_82,Apr/2022,1841,1940,1919
Home & Kitchen,Product_82,May/2022,969,922,1010
Home & Kitchen,Product_82,May/2022,1081,1234,1294
Home & Kitchen,Product_82,Jun/2022,758,592,626
Home & Kitchen,Product_82,Jul/2022,849,578,486
Home & Kitchen,Product_82,Aug/2022,1858,1923,1906
Home & Kitchen,Product_82,Sep/2022,1475,1653,1691
Home & Kitchen,Product_82,Oct/2022,1057,1318,1331
Home & Kitchen,Product_82,Nov/2022,776,1028,973
Home & Kitchen,Product_82,Dec/2022,1710,1877,1938
Home & Kitchen,Product_82,Jan/2023,1802,2079,2090
Home & Kitchen,Product_82,Feb/2023,1572,1818,1797
Home & Kitchen,Product_82,Mar/2023,1211,1404,1442
Home & Kitchen,Product_82,Apr/2023,965,756,769
Home & Kitchen,Product_82,May/2023,1130,1204,1209
Home & Kitchen,Product_82,Jun/2023,1032,891,868
Home & Kitchen,Product_82,Jul/2023,521,221,254
Home & Kitchen,Product_82,Aug/2023,779,831,804
Home & Kitchen,Product_82,Sep/2023,1460,1707,1609
Home & Kitchen,Product_82,Oct/2023,1908,2111,2204
Home & Kitchen,Product_82,Nov/2023,1477,1483,1385
Clothing,Product_83,Jan/2022,1381,1380,1432
Clothing,Product_83,Jan/2022,973,680,720
Clothing,Product_83,Mar/2022,1265,1158,1163
Clothing,Product_83,Apr/2022,1648,1795,1796
Clothing,Product_83,May/2022,1011,878,961
Clothing,Product_83,May/2022,1822,1921,1917
Clothing,Product_83,Jun/2022,951,920,840
Clothing,Product_83,Jul/2022,1364,1309,1341
Clothing,Product_83,Aug/2022,1755,1733,1705
Clothing,Product_83,Sep/2022,1828,2072,2040
Clothing,Product_83,Oct/2022,1345,1237,1154
Clothing,Product_83,Nov/2022,873,712,686
Clothing,Product_83,Dec/2022,726,892,950
Clothing,Product_83,Jan/2023,1427,1405,1484
Clothing,Product_83,Feb/2023,1775,1978,1926
Clothing,Product_83,Mar/2023,1156,875,813
Clothing,Product_83,Apr/2023,601,848,753
Clothing,Product_83,May/2023,880,684,656
Clothing,Product_83,Jun/2023,1051,879,962
Clothing,Product_83,Jul/2023,1397,1105,1064
Clothing,Product_83,Aug/2023,684,538,441
Clothing,Product_83,Sep/2023,1510,1432,1419
Clothing,Product_83,Oct/2023,1360,1379,1406
Clothing,Product_83,Nov/2023,1260,1434,1512
Electronics,Product_84,Jan/2022,564,602,522
Electronics,Product_84,Jan/2022,799,556,524
Electronics,Product_84,Mar/2022,1303,1076,1115
Electronics,Product_84,Apr/2022,1462,1347,1296
Electronics,Product_84,May/2022,1012,1102,1005
Electronics,Product_84,May/2022,749,703,701
Electronics,Product_84,Jun/2022,1407,1360,1448
Electronics,Product_84,Jul/2022,568,471,488
Electronics,Product_84,Aug/2022,692,925,995
Electronics,Product_84,Sep/2022,926,1110,1109
Electronics,Product_84,Oct/2022,1895,1914,1896
Electronics,Product_84,Nov/2022,824,567,657
Electronics,Product_84,Dec/2022,1625,1858,1789
Electronics,Product_84,Jan/2023,1018,1210,1273
Electronics,Product_84,Feb/2023,1111,1014,1006
Electronics,Product_84,Mar/2023,606,529,457
Electronics,Product_84,Apr/2023,983,1127,1110
Electronics,Product_84,May/2023,530,401,371
Electronics,Product_84,Jun/2023,1697,1519,1520
Electronics,Product_84,Jul/2023,997,706,616
Electronics,Product_84,Aug/2023,1690,1876,1952
Electronics,Product_84,Sep/2023,1721,1579,1574
Electronics,Product_84,Oct/2023,683,637,577
Electronics,Product_84,Nov/2023,1523,1316,1391
Home & Kitchen,Product_85,Jan/2022,1766,1812,1906
Home & Kitchen,Product_85,Jan/2022,1780,1541,1456
Home & Kitchen,Product_85,Mar/2022,1228,1085,1164
Home & Kitchen,Product_85,Apr/2022,1598,1407,1339
Home & Kitchen,Product_85,May/2022,1499,1437,1418
Home & Kitchen,Product_85,May/2022,1643,1698,1710
Home & Kitchen,Product_85,Jun/2022,895,616,692
Home & Kitchen,Product_85,Jul/2022,1273,1339,1424
Home & Kitchen,Product_85,Aug/2022,775,731,641
Home & Kitchen,Product_85,Sep/2022,1493,1641,1684
Home & Kitchen,Product_85,Oct/2022,1103,1358,1436
Home & Kitchen,Product_85,Nov/2022,1503,1397,1442
Home & Kitchen,Product_85,Dec/2022,882,1138,1127
Home & Kitchen,Product_85,Jan/2023,1162,1341,1311
Home & Kitchen,Product_85,Feb/2023,1726,1993,1934
Home & Kitchen,Product_85,Mar/2023,641,884,823
Home & Kitchen,Product_85,Apr/2023,1420,1422,1389
Home & Kitchen,Product_85,May/2023,1609,1684,1700
Home & Kitchen,Product_85,Jun/2023,501,719,716
Home & Kitchen,Product_85,Jul/2023,879,598,656
Home & Kitchen,Product_85,Aug/2023,1245,1189,1171
Home & Kitchen,Product_85,Sep/2023,1976,1740,1808
Home & Kitchen,Product_85,Oct/2023,1603,1699,1647
Home & Kitchen,Product_85,Nov/2023,1573,1782,1878
Electronics,Product_86,Jan/2022,1629,1486,1542
Electronics,Product_86,Jan/2022,1079,1109,1113
Electronics,Product_86,Mar/2022,1812,1841,1769
Electronics,Product_86,Apr/2022,697,932,1000
Electronics,Product_86,May/2022,636,380,313
Electronics,Product_86,May/2022,865,597,548
Electronics,Product_86,Jun/2022,719,916,865
Electronics,Product_86,Jul/2022,702,434,480
Electronics,Product_86,Aug/2022,1814,1911,1979
Electronics,Product_86,Sep/2022,1503,1741,1800
Electronics,Product_86,Oct/2022,1936,1898,1810
Electronics,Product_86,Nov/2022,1250,1176,1231
Electronics,Product_86,Dec/2022,1970,1742,1645
Electronics,Product_86,Jan/2023,927,1130,1050
Electronics,Product_86,Feb/2023,1458,1220,1212
Electronics,Product_86,Mar/2023,1642,1767,1761
Electronics,Product_86,Apr/2023,1950,1709,1766
Electronics,Product_86,May/2023,1044,1285,1195
Electronics,Product_86,Jun/2023,644,655,574
Electronics,Product_86,Jul/2023,942,1173,1097
Electronics,Product_86,Aug/2023,707,643,679
Electronics,Product_86,Sep/2023,1289,1183,1132
Electronics,Product_86,Oct/2023,1577,1531,1576
Electronics,Product_86,Nov/2023,1780,1663,1705
Clothing,Product_87,Jan/2022,1643,1768,1859
Clothing,Product_87,Jan/2022,716,1006,997
Clothing,Product_87,Mar/2022,1881,2050,2129
Clothing,Product_87,Apr/2022,1862,1999,1925
Clothing,Product_87,May/2022,841,725,765
Clothing,Product_87,May/2022,1322,1538,1524
Clothing,Product_87,Jun/2022,1846,1707,1743
Clothing,Product_87,Jul/2022,1728,1881,1871
Clothing,Product_87,Aug/2022,1145,1408,1391
Clothing,Product_87,Sep/2022,1261,1383,1478
Clothing,Product_87,Oct/2022,1796,1936,2021
Clothing,Product_87,Nov/2022,1162,1108,1152
Clothing,Product_87,Dec/2022,1617,1536,1532
Clothing,Product_87,Jan/2023,1626,1586,1578
Clothing,Product_87,Feb/2023,1426,1584,1585
Clothing,Product_87,Mar/2023,500,235,207
Clothing,Product_87,Apr/2023,1720,1436,1468
Clothing,Product_87,May/2023,776,785,686
Clothing,Product_87,Jun/2023,1115,1042,996
Clothing,Product_87,Jul/2023,1144,866,963
Clothing,Product_87,Aug/2023,1912,1894,1935
Clothing,Product_87,Sep/2023,1547,1816,1862
Clothing,Product_87,Oct/2023,1670,1528,1452
Clothing,Product_87,Nov/2023,577,748,739
Sports,Product_88,Jan/2022,819,660,627
Sports,Product_88,Jan/2022,1251,1547,1510
Sports,Product_88,Mar/2022,977,939,915
Sports,Product_88,Apr/2022,688,972,974
Sports,Product_88,May/2022,1665,1587,1674
Sports,Product_88,May/2022,658,690,713
Sports,Product_88,Jun/2022,854,1053,1129
Sports,Product_88,Jul/2022,1939,2229,2153
Sports,Product_88,Aug/2022,1719,1726,1635
Sports,Product_88,Sep/2022,1996,2286,2283
Sports,Product_88,Oct/2022,660,417,514
Sports,Product_88,Nov/2022,1184,1240,1251
Sports,Product_88,Dec/2022,1353,1176,1273
Sports,Product_88,Jan/2023,964,675,737
Sports,Product_88,Feb/2023,1794,1885,1798
Sports,Product_88,Mar/2023,1124,1360,1270
Sports,Product_88,Apr/2023,1153,1405,1449
Sports,Product_88,May/2023,806,840,868
Sports,Product_88,Jun/2023,1929,1855,1794
Sports,Product_88,Jul/2023,603,705,719
Sports,Product_88,Aug/2023,1718,2007,2036
Sports,Product_88,Sep/2023,684,611,621
Sports,Product_88,Oct/2023,1093,1196,1133
Sports,Product_88,Nov/2023,770,814,735
Clothing,Product_89,Jan/2022,1474,1759,1849
Clothing,Product_89,Jan/2022,600,861,863
Clothing,Product_89,Mar/2022,1037,824,826
Clothing,Product_89,Apr/2022,1527,1671,1769
Clothing,Product_89,May/2022,1929,1762,1857
Clothing,Product_89,May/2022,776,968,1011
Clothing,Product_89,Jun/2022,905,1104,1105
Clothing,Product_89,Jul/2022,1835,2120,2070
Clothing,Product_89,Aug/2022,1649,1885,1848
Clothing,Product_89,Sep/2022,996,769,737
Clothing,Product_89,Oct/2022,1380,1411,1486
Clothing,Product_89,Nov/2022,1679,1470,1398
Clothing,Product_89,Dec/2022,1875,1998,2006
Clothing,Product_89,Jan/2023,1248,1304,1252
Clothing,Product_89,Feb/2023,1156,1208,1260
Clothing,Product_89,Mar/2023,1842,1566,1663
Clothing,Product_89,Apr/2023,1124,997,986
Clothing,Product_89,May/2023,1762,1914,1973
Clothing,Product_89,Jun/2023,798,949,860
Clothing,Product_89,Jul/2023,978,882,957
Clothing,Product_89,Aug/2023,1265,1124,1217
Clothing,Product_89,Sep/2023,1991,1778,1706
Clothing,Product_89,Oct/2023,611,559,617
Clothing,Product_89,Nov/2023,802,796,699
Electronics,Product_90,Jan/2022,1203,1016,994
Electronics,Product_90,Jan/2022,1421,1603,1508
Electronics,Product_90,Mar/2022,1179,1093,1182
Electronics,Product_90,Apr/2022,1601,1517,1469
Electronics,Product_90,May/2022,1619,1854,1946
Electronics,Product_90,May/2022,1029,1290,1313
Electronics,Product_90,Jun/2022,1775,1619,1696
Electronics,Product_90,Jul/2022,1931,1649,1645
Electronics,Product_90,Aug/2022,1693,1932,1843
Electronics,Product_90,Sep/2022,1023,897,812
Electronics,Product_90,Oct/2022,1081,986,1064
Electronics,Product_90,Nov/2022,1765,1742,1655
Electronics,Product_90,Dec/2022,1452,1160,1077
Electronics,Product_90,Jan/2023,1295,1272,1341
Electronics,Product_90,Feb/2023,1851,1919,1846
Electronics,Product_90,Mar/2023,539,538,604
Electronics,Product_90,Apr/2023,1291,1227,1224
Electronics,Product_90,May/2023,1541,1342,1322
Electronics,Product_90,Jun/2023,1492,1736,1658
Electronics,Product_90,Jul/2023,881,784,812
Electronics,Product_90,Aug/2023,1437,1711,1793
Electronics,Product_90,Sep/2023,544,284,247
Electronics,Product_90,Oct/2023,1584,1596,1581
Electronics,Product_90,Nov/2023,1503,1605,1695
Home & Kitchen,Product_91,Jan/2022,821,539,527
Home & Kitchen,Product_91,Jan/2022,1901,1961,1951
Home & Kitchen,Product_91,Mar/2022,1780,1789,1749
Home & Kitchen,Product_91,Apr/2022,1526,1508,1423
Home & Kitchen,Product_91,May/2022,1781,1744,1743
Home & Kitchen,Product_91,May/2022,560,828,799
Home & Kitchen,Product_91,Jun/2022,961,816,803
Home & Kitchen,Product_91,Jul/2022,1304,1144,1066
Home & Kitchen,Product_91,Aug/2022,1994,2085,2118
Home & Kitchen,Product_91,Sep/2022,1888,1820,1826
Home & Kitchen,Product_91,Oct/2022,992,1278,1217
Home & Kitchen,Product_91,Nov/2022,1373,1392,1446
Home & Kitchen,Product_91,Dec/2022,1174,1333,1371
Home & Kitchen,Product_91,Jan/2023,769,680,747
Home & Kitchen,Product_91,Feb/2023,783,1077,1115
Home & Kitchen,Product_91,Mar/2023,1900,1807,1742
Home & Kitchen,Product_91,Apr/2023,1132,1368,1302
Home & Kitchen,Product_91,May/2023,1380,1228,1295
Home & Kitchen,Product_91,Jun/2023,1656,1517,1498
Home & Kitchen,Product_91,Jul/2023,638,908,944
Home & Kitchen,Product_91,Aug/2023,1973,1794,1741
Home & Kitchen,Product_91,Sep/2023,1150,999,1085
Home & Kitchen,Product_91,Oct/2023,560,586,591
Home & Kitchen,Product_91,Nov/2023,1342,1352,1365
Books,Product_92,Jan/2022,1804,1784,1722
Books,Product_92,Jan/2022,884,693,626
Books,Product_92,Mar/2022,878,604,699
Books,Product_92,Apr/2022,1753,1726,1781
Books,Product_92,May/2022,1661,1597,1649
Books,Product_92,May/2022,975,911,986
Books,Product_92,Jun/2022,553,620,540
Books,Product_92,Jul/2022,1909,2097,2031
Books,Product_92,Aug/2022,1528,1708,1790
Books,Product_92,Sep/2022,1830,1912,1859
Books,Product_92,Oct/2022,1293,1496,1517
Books,Product_92,Nov/2022,781,648,597
Books,Product_92,Dec/2022,963,696,700
Books,Product_92,Jan/2023,530,506,511
Books,Product_92,Feb/2023,955,862,955
Books,Product_92,Mar/2023,918,685,630
Books,Product_92,Apr/2023,1399,1600,1676
Books,Product_92,May/2023,1165,1333,1296
Books,Product_92,Jun/2023,1375,1489,1587
Books,Product_92,Jul/2023,585,674,758
Books,Product_92,Aug/2023,1140,1243,1299
Books,Product_92,Sep/2023,1671,1920,1954
Books,Product_92,Oct/2023,1813,1552,1585
Books,Product_92,Nov/2023,723,885,901
Clothing,Product_93,Jan/2022,586,537,569
Clothing,Product_93,Jan/2022,1601,1706,1794
Clothing,Product_93,Mar/2022,580,851,850
